STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,NewDate
LAW00041051,"VIENTIANE, LA",1970-05-13,0,0,0,90,77,1970-05-13
LAW00041051,"VIENTIANE, LA",1970-05-14,0.09,0,0,88,75,1970-05-14
LAW00041051,"VIENTIANE, LA",1970-05-15,0.07,0,0,86,73,1970-05-15
LAW00041051,"VIENTIANE, LA",1970-05-16,1.27,0,0,82,73,1970-05-16
LAW00041051,"VIENTIANE, LA",1970-05-17,0.6,0,0,90,73,1970-05-17
LAW00041051,"VIENTIANE, LA",1970-05-18,0.86,0,0,86,75,1970-05-18
LAW00041051,"VIENTIANE, LA",1970-05-19,0.06,0,0,88,75,1970-05-19
LAW00041051,"VIENTIANE, LA",1970-05-20,2.09,0,0,86,73,1970-05-20
LAW00041051,"VIENTIANE, LA",1970-05-21,0.75,0,0,84,72,1970-05-21
LAW00041051,"VIENTIANE, LA",1970-05-22,0.25,0,0,86,73,1970-05-22
LAW00041051,"VIENTIANE, LA",1970-05-23,0.31,0,0,88,73,1970-05-23
LAW00041051,"VIENTIANE, LA",1970-05-24,0.22,0,0,90,75,1970-05-24
LAW00041051,"VIENTIANE, LA",1970-05-25,1.18,0,0,91,73,1970-05-25
LAW00041051,"VIENTIANE, LA",1970-05-26,0.37,0,0,93,77,1970-05-26
LAW00041051,"VIENTIANE, LA",1970-05-27,1.37,0,0,93,75,1970-05-27
LAW00041051,"VIENTIANE, LA",1970-05-28,0.28,0,0,91,75,1970-05-28
LAW00041051,"VIENTIANE, LA",1970-05-29,0.01,0,0,90,73,1970-05-29
LAW00041051,"VIENTIANE, LA",1970-05-30,0,0,0,93,73,1970-05-30
LAW00041051,"VIENTIANE, LA",1970-05-31,0,0,0,97,75,1970-05-31
LAW00041051,"VIENTIANE, LA",1970-06-01,0.06,0,0,90,75,1970-06-01
LAW00041051,"VIENTIANE, LA",1970-06-02,0.02,0,0,88,73,1970-06-02
LAW00041051,"VIENTIANE, LA",1970-06-03,0,0,0,91,75,1970-06-03
LAW00041051,"VIENTIANE, LA",1970-06-04,0.75,0,0,90,75,1970-06-04
LAW00041051,"VIENTIANE, LA",1970-06-05,0.11,0,0,90,75,1970-06-05
LAW00041051,"VIENTIANE, LA",1970-06-06,0,0,0,91,75,1970-06-06
LAW00041051,"VIENTIANE, LA",1970-06-07,0,0,0,93,77,1970-06-07
LAW00041051,"VIENTIANE, LA",1970-06-08,0.59,0,0,91,75,1970-06-08
LAW00041051,"VIENTIANE, LA",1970-06-09,0,0,0,90,79,1970-06-09
LAW00041051,"VIENTIANE, LA",1970-06-10,0,0,0,95,79,1970-06-10
LAW00041051,"VIENTIANE, LA",1970-06-11,0.49,0,0,90,75,1970-06-11
LAW00041051,"VIENTIANE, LA",1970-06-12,0.46,0,0,84,75,1970-06-12
LAW00041051,"VIENTIANE, LA",1970-06-13,1.65,0,0,81,73,1970-06-13
LAW00041051,"VIENTIANE, LA",1970-06-14,0.12,0,0,79,73,1970-06-14
LAW00041051,"VIENTIANE, LA",1970-06-15,0.05,0,0,86,75,1970-06-15
LAW00041051,"VIENTIANE, LA",1970-06-16,0,0,0,91,75,1970-06-16
LAW00041051,"VIENTIANE, LA",1970-06-17,2.56,0,0,90,73,1970-06-17
LAW00041051,"VIENTIANE, LA",1970-06-18,1.47,0,0,86,75,1970-06-18
LAW00041051,"VIENTIANE, LA",1970-06-19,0.85,0,0,90,75,1970-06-19
LAW00041051,"VIENTIANE, LA",1970-06-20,0.59,0,0,84,75,1970-06-20
LAW00041051,"VIENTIANE, LA",1970-06-21,0.25,0,0,88,75,1970-06-21
LAW00041051,"VIENTIANE, LA",1970-06-22,0.54,0,0,84,75,1970-06-22
LAW00041051,"VIENTIANE, LA",1970-06-23,0,0,0,86,77,1970-06-23
LAW00041051,"VIENTIANE, LA",1970-06-24,0.51,0,0,86,75,1970-06-24
LAW00041051,"VIENTIANE, LA",1970-06-25,0,0,0,91,77,1970-06-25
LAW00041051,"VIENTIANE, LA",1970-06-26,0,0,0,90,77,1970-06-26
LAW00041051,"VIENTIANE, LA",1970-06-27,0.21,0,0,81,79,1970-06-27
LAW00041051,"VIENTIANE, LA",1970-06-28,0.45,0,0,84,75,1970-06-28
LAW00041051,"VIENTIANE, LA",1970-06-29,0.79,0,0,82,75,1970-06-29
LAW00041051,"VIENTIANE, LA",1970-06-30,0.84,0,0,88,73,1970-06-30
LAW00041051,"VIENTIANE, LA",1970-07-01,0,0,0,88,75,1970-07-01
LAW00041051,"VIENTIANE, LA",1970-07-02,0,0,0,93,77,1970-07-02
LAW00041051,"VIENTIANE, LA",1970-07-03,0.12,0,0,91,77,1970-07-03
LAW00041051,"VIENTIANE, LA",1970-07-04,0.09,0,0,90,77,1970-07-04
LAW00041051,"VIENTIANE, LA",1970-07-05,1.07,0,0,88,73,1970-07-05
LAW00041051,"VIENTIANE, LA",1970-07-06,0.4,0,0,90,77,1970-07-06
LAW00041051,"VIENTIANE, LA",1970-07-07,0.11,0,0,90,77,1970-07-07
LAW00041051,"VIENTIANE, LA",1970-07-08,0,0,0,88,79,1970-07-08
LAW00041051,"VIENTIANE, LA",1970-07-09,0,0,0,84,79,1970-07-09
LAW00041051,"VIENTIANE, LA",1970-07-10,0,0,0,88,77,1970-07-10
LAW00041051,"VIENTIANE, LA",1970-07-11,0,0,0,88,75,1970-07-11
LAW00041051,"VIENTIANE, LA",1970-07-12,0,0,0,90,77,1970-07-12
LAW00041051,"VIENTIANE, LA",1970-07-13,0,0,0,88,79,1970-07-13
LAW00041051,"VIENTIANE, LA",1970-07-14,0,0,0,86,79,1970-07-14
LAW00041051,"VIENTIANE, LA",1970-07-15,0.43,0,0,84,77,1970-07-15
LAW00041051,"VIENTIANE, LA",1970-07-16,0.04,0,0,88,77,1970-07-16
LAW00041051,"VIENTIANE, LA",1970-07-17,0.57,0,0,88,75,1970-07-17
LAW00041051,"VIENTIANE, LA",1970-07-18,3.15,0,0,88,73,1970-07-18
LAW00041051,"VIENTIANE, LA",1970-07-19,0.26,0,0,88,75,1970-07-19
LAW00041051,"VIENTIANE, LA",1970-07-20,0.78,0,0,81,75,1970-07-20
LAW00041051,"VIENTIANE, LA",1970-07-21,0.15,0,0,84,73,1970-07-21
LAW00041051,"VIENTIANE, LA",1970-07-22,0,0,0,84,75,1970-07-22
LAW00041051,"VIENTIANE, LA",1970-07-23,0.02,0,0,84,73,1970-07-23
LAW00041051,"VIENTIANE, LA",1970-07-24,0,0,0,88,73,1970-07-24
LAW00041051,"VIENTIANE, LA",1970-07-25,0.3,0,0,86,75,1970-07-25
LAW00041051,"VIENTIANE, LA",1970-07-26,0.18,0,0,90,73,1970-07-26
LAW00041051,"VIENTIANE, LA",1970-07-27,0.88,0,0,88,73,1970-07-27
LAW00041051,"VIENTIANE, LA",1970-07-28,0,0,0,91,75,1970-07-28
LAW00041051,"VIENTIANE, LA",1970-07-29,0,0,0,93,77,1970-07-29
LAW00041051,"VIENTIANE, LA",1970-07-30,0,0,0,91,77,1970-07-30
LAW00041051,"VIENTIANE, LA",1970-07-31,0.02,0,0,88,77,1970-07-31
LAW00041051,"VIENTIANE, LA",1970-08-01,0.14,0,0,90,75,1970-08-01
LAW00041051,"VIENTIANE, LA",1970-08-02,2.9,0,0,88,73,1970-08-02
LAW00041051,"VIENTIANE, LA",1970-08-03,0.3,0,0,86,75,1970-08-03
LAW00041051,"VIENTIANE, LA",1970-08-04,0,0,0,88,79,1970-08-04
LAW00041051,"VIENTIANE, LA",1970-08-05,1.29,0,0,84,73,1970-08-05
LAW00041051,"VIENTIANE, LA",1970-08-06,1.1,0,0,79,75,1970-08-06
LAW00041051,"VIENTIANE, LA",1970-08-07,1.57,0,0,81,73,1970-08-07
LAW00041051,"VIENTIANE, LA",1970-08-08,1.54,0,0,88,72,1970-08-08
LAW00041051,"VIENTIANE, LA",1970-08-09,0,0,0,91,75,1970-08-09
LAW00041051,"VIENTIANE, LA",1970-08-10,0.3,0,0,88,75,1970-08-10
LAW00041051,"VIENTIANE, LA",1970-08-11,1.46,0,0,88,75,1970-08-11
LAW00041051,"VIENTIANE, LA",1970-08-12,0.07,0,0,91,79,1970-08-12
LAW00041051,"VIENTIANE, LA",1970-08-13,0.76,0,0,91,73,1970-08-13
LAW00041051,"VIENTIANE, LA",1970-08-14,0.76,0,0,90,75,1970-08-14
LAW00041051,"VIENTIANE, LA",1970-08-15,0.17,0,0,84,77,1970-08-15
LAW00041051,"VIENTIANE, LA",1970-08-16,0.03,0,0,90,75,1970-08-16
LAW00041051,"VIENTIANE, LA",1970-08-17,0.09,0,0,91,75,1970-08-17
LAW00041051,"VIENTIANE, LA",1970-08-18,5.08,0,0,82,73,1970-08-18
LAW00041051,"VIENTIANE, LA",1970-08-19,0.59,0,0,82,75,1970-08-19
LAW00041051,"VIENTIANE, LA",1970-08-20,0.32,0,0,84,75,1970-08-20
LAW00041051,"VIENTIANE, LA",1970-08-21,0.64,0,0,82,75,1970-08-21
LAW00041051,"VIENTIANE, LA",1970-08-22,0.07,0,0,86,77,1970-08-22
LAW00041051,"VIENTIANE, LA",1970-08-23,0.47,0,0,81,75,1970-08-23
LAW00041051,"VIENTIANE, LA",1970-08-24,0.02,0,0,82,75,1970-08-24
LAW00041051,"VIENTIANE, LA",1970-08-25,0.35,0,0,88,75,1970-08-25
LAW00041051,"VIENTIANE, LA",1970-08-26,0.15,0,0,88,73,1970-08-26
LAW00041051,"VIENTIANE, LA",1970-08-27,2.05,0,0,84,72,1970-08-27
LAW00041051,"VIENTIANE, LA",1970-08-28,0.01,0,0,86,77,1970-08-28
LAW00041051,"VIENTIANE, LA",1970-08-29,0.07,0,0,90,77,1970-08-29
LAW00041051,"VIENTIANE, LA",1970-08-30,0,0,0,90,79,1970-08-30
LAW00041051,"VIENTIANE, LA",1970-08-31,0.86,0,0,88,75,1970-08-31
LAW00041051,"VIENTIANE, LA",1970-09-01,0.26,0,0,86,73,1970-09-01
LAW00041051,"VIENTIANE, LA",1970-09-02,0.01,0,0,93,75,1970-09-02
LAW00041051,"VIENTIANE, LA",1970-09-03,0,0,0,90,75,1970-09-03
LAW00041051,"VIENTIANE, LA",1970-09-04,0,0,0,91,75,1970-09-04
LAW00041051,"VIENTIANE, LA",1970-09-05,0,0,0,91,77,1970-09-05
LAW00041051,"VIENTIANE, LA",1970-09-06,0.75,0,0,79,75,1970-09-06
LAW00041051,"VIENTIANE, LA",1970-09-07,0.46,0,0,84,75,1970-09-07
LAW00041051,"VIENTIANE, LA",1970-09-08,0.28,0,0,88,73,1970-09-08
LAW00041051,"VIENTIANE, LA",1970-09-09,1.85,0,0,88,73,1970-09-09
LAW00041051,"VIENTIANE, LA",1970-09-10,0.54,0,0,82,75,1970-09-10
LAW00041051,"VIENTIANE, LA",1970-09-11,0.09,0,0,84,73,1970-09-11
LAW00041051,"VIENTIANE, LA",1970-09-12,0.47,0,0,84,73,1970-09-12
LAW00041051,"VIENTIANE, LA",1970-09-13,3.22,0,0,81,73,1970-09-13
LAW00041051,"VIENTIANE, LA",1970-09-14,1.28,0,0,88,72,1970-09-14
LAW00041051,"VIENTIANE, LA",1970-09-15,0,0,0,91,75,1970-09-15
LAW00041051,"VIENTIANE, LA",1970-09-16,0.01,0,0,90,75,1970-09-16
LAW00041051,"VIENTIANE, LA",1970-09-17,0.72,0,0,86,75,1970-09-17
LAW00041051,"VIENTIANE, LA",1970-09-18,0,0,0,90,75,1970-09-18
LAW00041051,"VIENTIANE, LA",1970-09-19,0.39,0,0,88,75,1970-09-19
LAW00041051,"VIENTIANE, LA",1970-09-20,1.07,0,0,90,75,1970-09-20
LAW00041051,"VIENTIANE, LA",1970-09-21,3.98,0,0,86,72,1970-09-21
LAW00041051,"VIENTIANE, LA",1970-09-22,0,0,0,91,75,1970-09-22
LAW00041051,"VIENTIANE, LA",1970-09-23,0,0,0,91,75,1970-09-23
LAW00041051,"VIENTIANE, LA",1970-09-24,0.09,0,0,82,75,1970-09-24
LAW00041051,"VIENTIANE, LA",1970-09-25,0,0,0,90,73,1970-09-25
LAW00041051,"VIENTIANE, LA",1970-09-26,0,0,0,90,75,1970-09-26
LAW00041051,"VIENTIANE, LA",1970-09-27,0,0,0,88,75,1970-09-27
LAW00041051,"VIENTIANE, LA",1970-09-28,0.42,0,0,88,73,1970-09-28
LAW00041051,"VIENTIANE, LA",1970-09-29,0.19,0,0,82,75,1970-09-29
LAW00041051,"VIENTIANE, LA",1970-09-30,0,0,0,84,73,1970-09-30
LAW00041051,"VIENTIANE, LA",1970-11-01,0,0,0,79,64,1970-11-01
LAW00041051,"VIENTIANE, LA",1970-11-02,0,0,0,81,64,1970-11-02
LAW00041051,"VIENTIANE, LA",1970-11-03,0,0,0,84,64,1970-11-03
LAW00041051,"VIENTIANE, LA",1970-11-04,0,0,0,84,63,1970-11-04
LAW00041051,"VIENTIANE, LA",1970-11-05,0,0,0,86,63,1970-11-05
LAW00041051,"VIENTIANE, LA",1970-11-06,0,0,0,86,59,1970-11-06
LAW00041051,"VIENTIANE, LA",1970-11-07,0,0,0,88,59,1970-11-07
LAW00041051,"VIENTIANE, LA",1970-11-08,0,0,0,86,61,1970-11-08
LAW00041051,"VIENTIANE, LA",1970-11-09,0,0,0,90,68,1970-11-09
LAW00041051,"VIENTIANE, LA",1970-11-10,0,0,0,82,66,1970-11-10
LAW00041051,"VIENTIANE, LA",1970-11-11,0,0,0,84,68,1970-11-11
LAW00041051,"VIENTIANE, LA",1970-11-12,0,0,0,88,66,1970-11-12
LAW00041051,"VIENTIANE, LA",1970-11-13,0,0,0,90,66,1970-11-13
LAW00041051,"VIENTIANE, LA",1970-11-14,0,0,0,91,68,1970-11-14
LAW00041051,"VIENTIANE, LA",1970-11-15,0,0,0,90,70,1970-11-15
LAW00041051,"VIENTIANE, LA",1970-11-16,0,0,0,84,66,1970-11-16
LAW00041051,"VIENTIANE, LA",1970-11-17,0,0,0,84,63,1970-11-17
LAW00041051,"VIENTIANE, LA",1970-11-18,0,0,0,84,66,1970-11-18
LAW00041051,"VIENTIANE, LA",1970-11-19,0,0,0,88,72,1970-11-19
LAW00041051,"VIENTIANE, LA",1970-11-20,0,0,0,90,68,1970-11-20
LAW00041051,"VIENTIANE, LA",1970-11-21,0,0,0,86,68,1970-11-21
LAW00041051,"VIENTIANE, LA",1970-11-22,0,0,0,86,70,1970-11-22
LAW00041051,"VIENTIANE, LA",1970-11-23,0,0,0,84,70,1970-11-23
LAW00041051,"VIENTIANE, LA",1970-11-24,0,0,0,90,66,1970-11-24
LAW00041051,"VIENTIANE, LA",1970-11-25,0,0,0,90,66,1970-11-25
LAW00041051,"VIENTIANE, LA",1970-11-26,0,0,0,88,68,1970-11-26
LAW00041051,"VIENTIANE, LA",1970-11-27,0,0,0,88,70,1970-11-27
LAW00041051,"VIENTIANE, LA",1970-11-28,0,0,0,84,70,1970-11-28
LAW00041051,"VIENTIANE, LA",1970-11-29,0,0,0,82,72,1970-11-29
LAW00041051,"VIENTIANE, LA",1970-11-30,0,0,0,77,68,1970-11-30
LAW00041051,"VIENTIANE, LA",1970-12-01,0,0,0,82,66,1970-12-01
LAW00041051,"VIENTIANE, LA",1970-12-02,0.01,0,0,79,68,1970-12-02
LAW00041051,"VIENTIANE, LA",1970-12-03,0,0,0,84,68,1970-12-03
LAW00041051,"VIENTIANE, LA",1970-12-04,0,0,0,86,70,1970-12-04
LAW00041051,"VIENTIANE, LA",1970-12-05,0,0,0,84,66,1970-12-05
LAW00041051,"VIENTIANE, LA",1970-12-06,0,0,0,88,68,1970-12-06
LAW00041051,"VIENTIANE, LA",1970-12-07,0,0,0,88,68,1970-12-07
LAW00041051,"VIENTIANE, LA",1970-12-08,0,0,0,88,66,1970-12-08
LAW00041051,"VIENTIANE, LA",1970-12-09,0,0,0,84,68,1970-12-09
LAW00041051,"VIENTIANE, LA",1970-12-10,0,0,0,79,66,1970-12-10
LAW00041051,"VIENTIANE, LA",1970-12-11,0,0,0,88,66,1970-12-11
LAW00041051,"VIENTIANE, LA",1970-12-12,0,0,0,90,66,1970-12-12
LAW00041051,"VIENTIANE, LA",1970-12-13,0,0,0,90,70,1970-12-13
LAW00041051,"VIENTIANE, LA",1970-12-14,0,0,0,84,68,1970-12-14
LAW00041051,"VIENTIANE, LA",1970-12-15,0,0,0,82,63,1970-12-15
LAW00041051,"VIENTIANE, LA",1970-12-16,0,0,0,84,61,1970-12-16
LAW00041051,"VIENTIANE, LA",1970-12-17,0,0,0,84,55,1970-12-17
LAW00041051,"VIENTIANE, LA",1970-12-18,0,0,0,86,59,1970-12-18
LAW00041051,"VIENTIANE, LA",1970-12-19,0,0,0,86,61,1970-12-19
LAW00041051,"VIENTIANE, LA",1970-12-20,0,0,0,81,61,1970-12-20
LAW00041051,"VIENTIANE, LA",1970-12-21,0,0,0,84,57,1970-12-21
LAW00041051,"VIENTIANE, LA",1970-12-22,0,0,0,88,61,1970-12-22
LAW00041051,"VIENTIANE, LA",1970-12-23,0,0,0,88,63,1970-12-23
LAW00041051,"VIENTIANE, LA",1970-12-24,0,0,0,90,66,1970-12-24
LAW00041051,"VIENTIANE, LA",1970-12-25,0,0,0,90,66,1970-12-25
LAW00041051,"VIENTIANE, LA",1970-12-26,0,0,0,86,66,1970-12-26
LAW00041051,"VIENTIANE, LA",1970-12-27,0,0,0,82,68,1970-12-27
LAW00041051,"VIENTIANE, LA",1970-12-28,0,0,0,84,59,1970-12-28
LAW00041051,"VIENTIANE, LA",1970-12-29,0,0,0,86,57,1970-12-29
LAW00041051,"VIENTIANE, LA",1970-12-30,0,0,0,82,59,1970-12-30
LAW00041051,"VIENTIANE, LA",1970-12-31,0,0,0,79,61,1970-12-31
LAW00041051,"VIENTIANE, LA",1971-11-19,0,0,0,88,72,1971-11-19
